product_title,brand,manufacturer,category,breadcrumbs,product_type,product_url,sku,article_number,model,ean_gtin,short_description,description,technical_data,specifications,power,watt,kW,kWh,voltage,current,dimensions,weight,warranty,price,currency,availability,stock_status,image_urls,variants,accessories,related_products,meta_title,meta_description,language,source_status,notes
404,,,,,,https://shop.tritec-energy.com/de/aeg-as-m3057-s-g12-420-hv-shingled-black-frame-p2523/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
"AIKO Neostar 2P A465-MAH54Mw Mono-Glas, 15 Jahre Produktgarantie",,,,,,https://shop.tritec-energy.com/de/aiko-neostar-2p-a465-mah54mw-bf-mono-glass-p2524/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/420266_0106845-catalog-trienergy-solutions.png|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/420266_0106845-catalog-trienergy-solutions.png|https://shop.tritec-energy.com/userdata/dcshop/filter_icon/724816_aiko.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,AIKO Neostar 2P A465- MAH54Mw BF Mono-Glass - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/fox-ess-wechselrichter-t3-g3-inkl-wifi-dongle-p2526/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/fox-ess-wechselrichter-t17-g3-inkl-wifi-dongle-p2527/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
"Meyer Burger White 390W - (FB, R35, GV)",,,,,,https://shop.tritec-energy.com/de/meyer-burger-white-390w-fb-r35-gv-p2534/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/47494_meyer_burger_white-400x491.png|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/47494_meyer_burger_white-400x491.png|https://shop.tritec-energy.com/userdata/dcshop/filter_icon/79788_meyerburger.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"Meyer Burger Meyer Burger White 390W - (FB, R35, GV) - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
"EGing EG-405M54-HLV BF, MC4",,,,,,https://shop.tritec-energy.com/de/eging-eg-405m54-hlv-bf-mc4-p2535/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/708748_eging_405w_black_frame.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/708748_eging_405w_black_frame.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"EGING EGing EG-405M54-HLV BF, MC4 - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/aeg-as-m1202b-h-370-black-mono-p2536/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
FOX ESS H1-3.0-E Wechselrichter 3kW mit 2 MPPT und WIFI,,,,,,https://shop.tritec-energy.com/de/fox-ess-h1-3-0-e-3kw-230v-ac-2-mppt-wifi-p2539/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/789204_foxess_h1-4.6-e.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/789204_foxess_h1-4.6-e.jpg|https://img.youtube.com/vi/758utQft4uA/default.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/411544_foxess_single_phase_meter_30_803_00002_01_chint_dsu666_9cbe.png|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/902943_dtsu666_80a.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,FOX-ESS H1-3.0-E Wechselrichter 3kW mit 2 MPPT und WIFI - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
"FOX ESS Wechselrichter T10-G3, inkl. WiFi Dongle",,,,,,https://shop.tritec-energy.com/de/fox-ess-wechselrichter-t10-g3-inkl-wifi-dongle-p2540/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/321750_foxess_tx.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/321750_foxess_tx.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/619557_foxess_smart_wifi_usb.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,FOX-ESS Wechselrichter T10-G3 mit integriertem Wifi Dongle - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/aiko-neostar-2s2b-a-mah54db-450w-fb-dual-glass-s2-p2541/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/aiko-neostar-2s2b-a-mah54db-455w-fb-glas-glas-s2-p2542/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/fox-ess-wallbox-ev-charger-11kw-schwarz-ip65-p2543/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
"RCT Power Storage DC 6.0 Wechselrichter, 230/400V, 2MPPT, IP42",,,,,,https://shop.tritec-energy.com/de/rct-power-storage-dc-6-0-230-400v-2mppt-ip42-p2544/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/131658_rct_power_storage.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/131658_rct_power_storage.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/18549_rct_power_sensor.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/810366_rct_power_sensor.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"RCT Power Storage DC 6.0 Wechselrichter, 230/400V, 2MPPT, IP42 - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
BYD Battery-Box Premium HVS 2.56kWh Speichermodul,,,,,,https://shop.tritec-energy.com/de/byd-battery-box-premium-hvs-2-56kwh-p2547/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/729398_byd_hvs_2.56.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/729398_byd_hvs_2.56.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,BYD Battery-Box Premium HVS 2.56kWh Speichermodul - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
"TRI-STAND Einlegeprofil TS-30, 3.70m, schwarz",,,,,,https://shop.tritec-energy.com/de/tri-stand-einlegeprofil-ts-30-3-70-m-schwarz-p2550/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/825067_tri-stand_einlegeprofil_schwarz.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/825067_tri-stand_einlegeprofil_schwarz.jpg|https://img.youtube.com/vi/EsuJVq4kIkk/default.jpg|https://img.youtube.com/vi/KLMt68ovIcc/default.jpg|https://img.youtube.com/vi/D6d2SGuXECM/default.jpg|https://img.youtube.com/vi/yQHLPUONkyM/default.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/56159_tri-stand_ts-e-schwarz-500x500.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/476158_tri-stand_safeclick_torx_komplett_schwarz.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/813072_tri-stand_ts-c-schwarz-500x500.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/311709_tri-stand_ts-ec-500x500.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"TRI-STAND Einlegeprofil TS-30, 3.70 m, schwarz - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
"TRI-STAND Einlegeprofil TS-30, 3.70m, blank",,,,,,https://shop.tritec-energy.com/de/tri-stand-einlegeprofil-ts-30-3-70m-blank-p2551/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/350227_tri-stand_einlegeprofil_blank.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/350227_tri-stand_einlegeprofil_blank.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/455043_tri-stand_tri-snow_schneefang-profil-110cm-alu-bl-500x500.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/367121_tri-stand_ts-e-alu-bl-500x500.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/476158_tri-stand_safeclick_torx_komplett_schwarz.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/969282_ts-c-500x500.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/404371_tri-stand_safeclick_torx_komplett.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/311709_tri-stand_ts-ec-500x500.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"TRI-STAND Einlegeprofil TS-30, 3.70m, blank - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
JA SOLAR JAM54D40 445W/LB Glas/Glas Solarmodul Deep Blue 4.0,,,,,,https://shop.tritec-energy.com/de/ja-solar-jam54d40-445w-lb-glas-glas-deep-blue-4-0-p2552/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/988295_jam54d40_mb_blackframe.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/988295_jam54d40_mb_blackframe.jpg|https://shop.tritec-energy.com/userdata/dcshop/filter_icon/694920_ja_solar.png|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,JA SOLAR JAM54D40 445W/LB Glas/Glas Solarmodul Deep Blue 4.0 - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/fox-ess-cm4300-4-15-kwh-lfp-batterie-modul-v2-0-p2553/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/fox-ess-cs4300-4-15-kwh-lfp-batterie-modul-v2-0-p2554/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/sma-wallbox-ev-charger-22kw-t2-10m-lan-wlan-p2555/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
HELUKABEL Solarflex-X H1Z2Z2-K 1x4mm² schwarz,,,,,,https://shop.tritec-energy.com/de/helukabel-solarflex-x-h1z2z2-k-1x-4qmm-bk-p2556/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/672998_solarkabel-6-qmm-schwarz-db-h1z2z2-k-photovoltaik-solarleitung.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/672998_solarkabel-6-qmm-schwarz-db-h1z2z2-k-photovoltaik-solarleitung.jpg|https://shop.tritec-energy.com/userdata/dcshop/filter_icon/501415_helukabel_oben_5streifen_rot_cmyk.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,HELUKABEL Solarflex-X H1Z2Z2-K 1x4mm² schwarz - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
"HELUKABEL Solarflex-X H1Z2Z2-K 1x4mm², rot",,,,,,https://shop.tritec-energy.com/de/helukabel-solarflex-x-h1z2z2-k-1x-4qmm-rd-p2557/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/185435_solarkabel-6-qmm-rot-db-h1z2z2-k-photovoltaik-solarleitung.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/185435_solarkabel-6-qmm-rot-db-h1z2z2-k-photovoltaik-solarleitung.jpg|https://shop.tritec-energy.com/userdata/dcshop/filter_icon/501415_helukabel_oben_5streifen_rot_cmyk.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"HELUKABEL Solarflex-X H1Z2Z2-K 1x4mm², rot - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
"PHOENIX GAK, bis 1000V DC, max. 40A, 2 MPPT (2x1)",,,,,,https://shop.tritec-energy.com/de/phoenix-gak-bis-1000v-dc-max-40a-p2558/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/345143_1302311_-_2404299.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/345143_1302311_-_2404299.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"PHOENIX GAK Anschlusskasten bis 1000V DC, max. 40A - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
Stäubli MC4 Evo2 Buchse PV-KBT4-EVO 2/6II-UR,,,,,,https://shop.tritec-energy.com/de/staeubli-mc4-evo2-buchse-pv-kbt4-evo-2-6ii-ur-p2559/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/934534_staeubli_32.0088p0001-ur-image.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/934534_staeubli_32.0088p0001-ur-image.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,Stäubli MC4 Evo2 Buchse PV-KBT4-EVO 2/6II-UR - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
Stäubli MC4 Evo2 PV Stecker KST4-EVO2/6II-UR,,,,,,https://shop.tritec-energy.com/de/staeubli-mc4-evo2-stecker-pv-kst4-evo-2-6ii-ur-p2560/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/376976_staeubli_32.0089p0001-ur.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/376976_staeubli_32.0089p0001-ur.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,Stäubli MC4 Evo2 PV Steckverbinder KST4-EVO2/6II-UR - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
Stäubli Montagewerkzeug-Set MC4-EVO2,,,,,,https://shop.tritec-energy.com/de/staeubli-montagewerkzeug-mc4-evo2-p2561/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/585692_evo2-werkzeug.jpeg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/585692_evo2-werkzeug.jpeg|https://shop.tritec-energy.com/userdata/dcshop/filter_icon/753954_staubli_rgb-640x167.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,Stäubli Montagewerkzeug-Set MC4-EVO2 - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/tri-stand-dachhaken-plus-buegel-p2569/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/tri-stand-dachhaken-plus-platte-40-28-p2570/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
TRI-STAND Tellerkopfschraube 8.0x 80 TX40,,,,,,https://shop.tritec-energy.com/de/tri-stand-tellerkopfschraube-8-0x-80-tx40-p2572/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/313891_tks_8x80.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/95230_tks_8x80.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/313891_tks_8x80.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/95230_tks_8x80.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,TRITEC TRI-STAND Tellerkopfschraube 8.0x 80 TX40 - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
TRI-STAND Tellerkopfschraube 8.0x120 TX40,,,,,,https://shop.tritec-energy.com/de/tri-stand-tellerkopfschraube-8-0x120-tx40-p2573/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/314451_tks_8x120.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/324876_tks_8x120.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/314451_tks_8x120.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/324876_tks_8x120.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/13638_tri-stand_tellerkopfschraube_aufdachdaemmung.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/439449_tri-stand_tellerkopfschraube_aufdachdaemmung.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/127803_1502284_tellerkopfschraube_8.0x200.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/615128_tri-stand_tellerkopfschraube_aufdachdaemmung.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/15611_1502284_tellerkopfschraube_8.0x200.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,TRITEC TRI-STAND Tellerkopfschraube 8.0x120 TX40 - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
"TRIMAX TMX 380 MH7-120A, mono, schwarzer Rahmen",,,,,,https://shop.tritec-energy.com/de/trimax-tmx-380-mh7-120a-mono-schwarzer-rahmen-p2577/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/829234_canadiansolarcs6r-410mshiku6_v01-1-400x533.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/829234_canadiansolarcs6r-410mshiku6_v01-1-400x533.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"TRIMAX TRIMAX TMX 380 MH7-120A, mono, schwarzer Rahmen - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
"Meyer Burger White 395W - (FB, R35, GV)",,,,,,https://shop.tritec-energy.com/de/meyer-burger-white-395w-fb-r35-gv-p2578/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/185312_meyer_burger_white-400x491.png|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/185312_meyer_burger_white-400x491.png|https://shop.tritec-energy.com/userdata/dcshop/filter_icon/79788_meyerburger.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"Meyer Burger Meyer Burger White 395W - (FB, R35, GV) - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
"AEG AS-M1082B-H(M10) 400 Wp, full black",,,,,,https://shop.tritec-energy.com/de/aeg-as-m1082b-hm10-400-wp-full-black-p2579/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/721144_aeg_as-m1202b-hm6.png|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/721144_aeg_as-m1202b-hm6.png|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"AEG  AEG AS-M1082B-H(M10) 400 Wp, full black - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
"Fronius SYMO GEN24 12.0 Plus SC, 3~, 2 MPPT, IP66",,,,,,https://shop.tritec-energy.com/de/fronius-symo-gen24-12-0-plus-sc-37e-230-400v-p2580/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/507584_fronisu_gen24_5_plus.png|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/507584_fronisu_gen24_5_plus.png|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/754308_fronius_smart_meter_ip.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/665467_pv_point_comfort.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/515627_fronius_smart_meter.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/186095_fronius_backup_controller.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/708619_dc_connector_kit_gen24.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/296372_fronius_backup_switch.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/691542_fronius_spd_kombi-ableiter_typ_1__2.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"FRONIUS Fronius SYMO GEN24 12.0 Plus SC, 3~, 2 MPPT, IP66 - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/rec-alpha-pure-r-420w-gb-glas-folie-p2584/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
"TRI-STAND SafeClick SCT Torx, blank, inkl. Gleitmutter,",,,,,,https://shop.tritec-energy.com/de/tri-stand-safeclick-sct-torx-p2585/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/404371_tri-stand_safeclick_torx_komplett.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/404371_tri-stand_safeclick_torx_komplett.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/618467_1503408_trienergy_abrutschsicherung_as_fuer_erhoehte_lasten.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"TRITEC TRI-STAND SafeClick SCT Torx, blank, inkl. Gleitmutter, - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
"TRI-ROOF+ Indachprofil IP, 3.80 m x 114 mm, Alu blank",,,,,,https://shop.tritec-energy.com/de/tri-roof2b-indachprofil-ip-3-800m-p2587/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/366941_1503064_tri-roof_indachprofil_ip_3.600m.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/366941_1503064_tri-roof_indachprofil_ip_3.600m.jpg|https://img.youtube.com/vi/KLMt68ovIcc/default.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/788413_1503030_tri-roof_indachprofilhalter_ip-u.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/747811_tri-roof_abschlussblech-unten-au-600x600.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/242984_1502929_tri-roof_ip-profilverbinder_ip-c.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,"TRITEC TRI-ROOF+ Indachprofil IP, 3.80 m x 114 mm, Alu blank - TRITEC - Ihr Photovoltaik Grosshändler",,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/tri-roof2b-horizontalprofil-tr-h-0-970m-p2588/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
404,,,,,,https://shop.tritec-energy.com/de/tri-roof2b-horizontalprofil-tr-h-0-912m-p2589/,,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,,,,,404,,de,valid_product,login_required
TRI-ROOF+ Mittelauflage TR-M,,,,,,https://shop.tritec-energy.com/de/tri-roof2b-mittelauflage-tr-m-p2590/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/310828_1502667-tri-roof-mittelauflage-tr-m-600x600.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/310828_1502667-tri-roof-mittelauflage-tr-m-600x600.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,TRITEC TRI-ROOF+ Mittelauflage TR-M - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
TRI-ROOF+ Distanzhalter TR-D,,,,,,https://shop.tritec-energy.com/de/tri-roof2b-distanzhalter-tr-d-p2591/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/65090_1502668_tri-roof_distanzhalter_tr-d.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/65090_1502668_tri-roof_distanzhalter_tr-d.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,TRITEC TRI-ROOF+ Distanzhalter TR-D - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
TRI-ROOF+ IP-C Profilverbinder,,,,,,https://shop.tritec-energy.com/de/tri-roof2b-ip-c-profilverbinder-p2592/,nden,,,,,,,,,,,,,,,,,price_not_visible,EUR,stock_not_visible,,https://shop.tritec-energy.com/userdata/dcshop/images/thumb_3/242984_1502929_tri-roof_ip-profilverbinder_ip-c.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_1/242984_1502929_tri-roof_ip-profilverbinder_ip-c.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/925388_tri-roof_flachverbinder.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/926419_u-scheibe_b10.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/899176_tri-stand_hammerkopfschraube-m8x25-a2-500x500.jpg|https://shop.tritec-energy.com/userdata/dcshop/images/thumb_2/879785_tri-stand_sperrzahnmutter_m10.jpg|https://shop.tritec-energy.com/layout/frontend/tritec-b2b/src/images/newsletter-grafik.svg,,,,TRITEC TRI-ROOF+ IP-C Profilverbinder - TRITEC - Ihr Photovoltaik Grosshändler,,de,valid_product,login_required
